endpoint,split_seed,n_test,r2,rmse,mae,nrmse,nmae,spearman,max_jackknife_delta_r2,selected_head,source
viscosity,0,23,0.7408861470923394,4.7663059441942135,3.083233260869565,0.2800844065315966,0.18118131067961166,0.8759268413247651,0.07984418641739066,KAN,locked_seed0_anchor
viscosity,1,23,0.5813111130726871,8.280616388866965,5.766244695652175,0.43383639394975,0.302103936218679,0.6767489757972283,0.054165078095463004,KAN,current_fixed_head_rerun
viscosity,2,23,0.4972202900803391,8.704024600024386,6.160626478260869,0.48791753790046527,0.3453434291981477,0.738818900736305,0.04140028999207712,KAN,current_fixed_head_rerun
viscosity,3,23,0.48748006409770805,7.547067624448797,5.468292608695652,0.4563158658315519,0.33062757623554156,0.670375865479723,0.23207075785077325,KAN,current_fixed_head_rerun
viscosity,4,23,0.6047895251722264,7.073828881372955,4.293979782608697,0.4103355971540428,0.2490833165195461,0.7859615394248384,0.15101002381695983,KAN,current_fixed_head_rerun
viscosity,5,23,0.4485911335706806,6.302001141920534,4.909312130434784,0.39985110693564757,0.3114873903448276,0.5337287042108423,0.30095776501946514,KAN,current_fixed_head_rerun
