endpoint,split_seed,n_test,r2,rmse,mae,nrmse,nmae,spearman,max_jackknife_delta_r2,selected_head,source
clearance,0,11,0.8100192636753217,107.75076495769723,79.29346974875709,0.14322599500240224,0.10539958678174871,0.9090909090909091,0.11775832380735618,spline,locked_seed0_anchor
clearance,1,11,0.4844662313944016,187.21821802474156,147.7323436363636,0.25029520319948007,0.19750586967296332,0.7090909090909092,0.30526310144089897,spline,current_fixed_head_rerun
clearance,2,11,0.30905485893307494,199.61100523865576,153.41226454545452,0.2369763861912003,0.18212965766052788,0.5780059766913394,0.8639515356621791,spline,current_fixed_head_rerun
clearance,3,11,-0.3534044639965248,234.79222135185353,188.3760309090909,0.3297134590523997,0.2645322421500562,0.14545454545454548,1.1456407464717773,spline,current_fixed_head_rerun
clearance,4,11,0.37531880307615784,228.02912585899696,170.83883000000003,0.3007970444647841,0.22535636599158668,0.5636363636363637,0.31886493412967354,spline,current_fixed_head_rerun
clearance,5,11,0.7075938277651064,122.55046264800205,95.97975272727275,0.16634884260587676,0.1302820114652612,0.8636363636363636,0.08657710302400123,spline,current_fixed_head_rerun
