split_seed,r2,max_jackknife_delta_r2
0,0.8100192636753217,0.11775832380735618
1,0.4844662313944016,0.30526310144089897
2,0.30905485893307494,0.8639515356621791
3,-0.3534044639965248,1.1456407464717773
4,0.37531880307615784,0.31886493412967354
5,0.7075938277651064,0.08657710302400123
