endpoint,mode,pooling,fold,split,n,r2,rmse,mae,spearman,elapsed_seconds,ensemble_folds
clearance,full,avg,1,cv_validation,34,0.6660756861602174,140.92704299546435,105.01373854693244,0.8459126933617632,28.077656269073486,
clearance,full,avg,2,cv_validation,34,0.19427911363971817,200.22230422014775,165.01546247414979,0.7092632222561908,46.345951318740845,
clearance,full,avg,3,cv_validation,34,0.407396457516671,204.242995373869,157.03921920955884,0.6357869008865097,57.675188302993774,
clearance,full,avg,4,cv_validation,33,0.5735968233526034,147.65645904900063,122.31028212298769,0.8379440062696587,76.17320847511292,
clearance,full,avg,5,cv_validation,33,0.5962250333467298,192.9771122758435,164.5138659520005,0.7830448986483783,90.66130995750427,
clearance,full,avg,ensemble,heldout_test,11,-0.35340453742799016,234.7922277213968,188.37603795276985,0.14545454545454548,90.98201751708984,5.0
