,Heparin_RT,Heparin_pB_buffer,BVP_high,poly_D_lysine,AUCt
Heparin_RT,0.0,0.1661090469873142,0.3223060988677193,0.3999309646261464,0.02158149659582531
Heparin_pB_buffer,0.1661090469873142,0.0,0.11049766129534194,0.2863354825555826,0.1784074771878359
BVP_high,0.3223060988677193,0.11049766129534194,0.0,0.032648358146325274,0.1020523823509395
poly_D_lysine,0.3999309646261464,0.2863354825555826,0.032648358146325274,0.0,0.09837025278155559
AUCt,0.02158149659582531,0.1784074771878359,0.1020523823509395,0.09837025278155559,0.0
