,Heparin_RT,Heparin_pB_buffer,BVP_high,poly_D_lysine,AUCt
Heparin_RT,1.0,0.9781939329467777,0.4596149983311192,0.6755409676635059,-0.3679092394576322
Heparin_pB_buffer,0.9781939329467777,1.0,0.4960071381279837,0.7347600736081539,-0.4312231725402612
BVP_high,0.4596149983311192,0.4960071381279837,1.0,0.43825734873051075,-0.4884710559400396
poly_D_lysine,0.6755409676635059,0.7347600736081539,0.43825734873051075,1.0,-0.3594003253292068
AUCt,-0.3679092394576322,-0.4312231725402612,-0.4884710559400396,-0.3594003253292068,1.0
