endpoint,distance_type,n,median,q1,q3,iqr,p95,mean
clearance,real_to_real,42,0.9084446863943856,0.6018127123381821,1.1557507924951471,0.553938080156965,1.4541093123665407,0.9040066024273633
clearance,synthetic_to_real,84,0.9548050307207976,0.7260988084977016,1.4020860739296106,0.675987265431909,1.7462373013199552,1.0606030611142625
