endpoint,distance_type,n,median,q1,q3,iqr,p95,mean
viscosity,real_to_real,52,0.5263071729362514,0.43170204845789517,0.8226791065164253,0.3909770580585301,2.080346536207397,0.7395758734810134
viscosity,synthetic_to_real,26,0.9727208918046039,0.7480787228698499,1.326638482362682,0.5785597594928321,1.9553542547558798,1.0379646774982054
