endpoint,mode,pooling,fold,epoch,loss,val_loss
clearance,full,avg,1,1,0.17742231488227844,0.15187229216098785
clearance,full,avg,1,2,0.14416411519050598,0.13080374896526337
clearance,full,avg,1,3,0.1314672827720642,0.1222929134964943
clearance,full,avg,1,4,0.12687049806118011,0.12066564708948135
clearance,full,avg,1,5,0.12282761931419373,0.12148887664079666
clearance,full,avg,1,6,0.11809314787387848,0.11851280927658081
clearance,full,avg,1,7,0.11550308018922806,0.11650695651769638
clearance,full,avg,1,8,0.11318524181842804,0.11353616416454315
clearance,full,avg,1,9,0.11121460050344467,0.11090774834156036
clearance,full,avg,1,10,0.10888976603746414,0.1098894327878952
clearance,full,avg,1,11,0.10728202015161514,0.106904536485672
clearance,full,avg,1,12,0.10571213066577911,0.1061515286564827
clearance,full,avg,1,13,0.10467903316020966,0.10435081273317337
clearance,full,avg,1,14,0.10388020426034927,0.1032804399728775
clearance,full,avg,1,15,0.10078546404838562,0.10188684612512589
clearance,full,avg,1,16,0.09942326694726944,0.1004105731844902
clearance,full,avg,1,17,0.09778400510549545,0.09963719546794891
clearance,full,avg,1,18,0.09602444618940353,0.09829630702733994
clearance,full,avg,1,19,0.09522634744644165,0.09476719051599503
clearance,full,avg,1,20,0.09391694515943527,0.09399005025625229
clearance,full,avg,1,21,0.0921749547123909,0.09294308722019196
clearance,full,avg,1,22,0.09101735800504684,0.09102866798639297
clearance,full,avg,1,23,0.08974811434745789,0.09045916050672531
clearance,full,avg,1,24,0.08863303065299988,0.09010491520166397
clearance,full,avg,1,25,0.0877736285328865,0.08801040798425674
clearance,full,avg,1,26,0.08691578358411789,0.08702587336301804
clearance,full,avg,1,27,0.08599668741226196,0.08796907216310501
clearance,full,avg,1,28,0.0854203850030899,0.08551950007677078
clearance,full,avg,1,29,0.08377943933010101,0.08621623367071152
clearance,full,avg,1,30,0.08410509675741196,0.08565372973680496
clearance,full,avg,1,31,0.08458282798528671,0.0861060693860054
clearance,full,avg,1,32,0.08357091248035431,0.08464439958333969
clearance,full,avg,1,33,0.08308098465204239,0.08278270810842514
clearance,full,avg,1,34,0.08075204491615295,0.08218493312597275
clearance,full,avg,1,35,0.07965372502803802,0.08113706111907959
clearance,full,avg,1,36,0.07853516936302185,0.08068489283323288
clearance,full,avg,1,37,0.07749219983816147,0.08163583278656006
clearance,full,avg,1,38,0.0771762877702713,0.07792827486991882
clearance,full,avg,1,39,0.07680897414684296,0.07862583547830582
clearance,full,avg,1,40,0.07654465734958649,0.07814368605613708
clearance,full,avg,1,41,0.07590441405773163,0.0769515112042427
clearance,full,avg,1,42,0.07467984408140182,0.0752241387963295
clearance,full,avg,1,43,0.07434674352407455,0.07756999135017395
clearance,full,avg,1,44,0.07477041333913803,0.0749877542257309
clearance,full,avg,1,45,0.07218917459249496,0.07416091114282608
clearance,full,avg,1,46,0.0718885287642479,0.07551954686641693
clearance,full,avg,1,47,0.07134108990430832,0.07434883713722229
clearance,full,avg,1,48,0.07073245197534561,0.07257407903671265
clearance,full,avg,1,49,0.07177969813346863,0.07395005971193314
clearance,full,avg,1,50,0.07026872038841248,0.07218347489833832
clearance,full,avg,1,51,0.0693892315030098,0.07171845436096191
clearance,full,avg,1,52,0.06893737614154816,0.07439502328634262
clearance,full,avg,1,53,0.06905936449766159,0.0714954361319542
clearance,full,avg,1,54,0.06971915066242218,0.07248125225305557
clearance,full,avg,1,55,0.06808556616306305,0.07142021507024765
clearance,full,avg,1,56,0.06726989895105362,0.07075958698987961
clearance,full,avg,1,57,0.0667589008808136,0.07027310878038406
clearance,full,avg,1,58,0.06631683558225632,0.07044797390699387
clearance,full,avg,1,59,0.065892294049263,0.06937969475984573
clearance,full,avg,1,60,0.06546547263860703,0.07088122516870499
clearance,full,avg,1,61,0.06601040810346603,0.06889378279447556
clearance,full,avg,1,62,0.06469260156154633,0.06917918473482132
clearance,full,avg,1,63,0.06397634744644165,0.0695587694644928
clearance,full,avg,1,64,0.06327550113201141,0.06930046528577805
clearance,full,avg,1,65,0.06402300298213959,0.07100433856248856
clearance,full,avg,1,66,0.06335876882076263,0.06729775667190552
clearance,full,avg,1,67,0.06487211585044861,0.0665801465511322
clearance,full,avg,1,68,0.06677708774805069,0.0719413086771965
clearance,full,avg,1,69,0.06447406858205795,0.0670168548822403
clearance,full,avg,1,70,0.06444432586431503,0.06593380868434906
clearance,full,avg,1,71,0.06483661383390427,0.0696747899055481
clearance,full,avg,1,72,0.06317519396543503,0.06728488206863403
clearance,full,avg,1,73,0.06227034702897072,0.06539995968341827
clearance,full,avg,1,74,0.06072574108839035,0.07097247242927551
clearance,full,avg,1,75,0.06102924793958664,0.06372900307178497
clearance,full,avg,1,76,0.061001427471637726,0.06528784334659576
clearance,full,avg,1,77,0.06041976064443588,0.06545230746269226
clearance,full,avg,1,78,0.06072801724076271,0.0654371827840805
clearance,full,avg,1,79,0.05989411845803261,0.06380186975002289
clearance,full,avg,1,80,0.059182312339544296,0.0636565089225769
clearance,full,avg,1,81,0.05930662527680397,0.06729342043399811
clearance,full,avg,1,82,0.05817566066980362,0.06018378585577011
clearance,full,avg,1,83,0.05828040465712547,0.06121690943837166
clearance,full,avg,1,84,0.05792310833930969,0.06459656357765198
clearance,full,avg,1,85,0.05790869891643524,0.06122763082385063
clearance,full,avg,1,86,0.057883478701114655,0.06204080581665039
clearance,full,avg,1,87,0.05613031983375549,0.06379938125610352
clearance,full,avg,1,88,0.05663593113422394,0.061333052814006805
clearance,full,avg,1,89,0.056678786873817444,0.05940759927034378
clearance,full,avg,1,90,0.056337252259254456,0.06496268510818481
clearance,full,avg,1,91,0.055832166224718094,0.06032660976052284
clearance,full,avg,1,92,0.055682893842458725,0.0585332065820694
clearance,full,avg,1,93,0.055346861481666565,0.06397846341133118
clearance,full,avg,1,94,0.05461743474006653,0.057915519922971725
clearance,full,avg,1,95,0.05530967563390732,0.05882589891552925
clearance,full,avg,1,96,0.053977128118276596,0.0655129998922348
clearance,full,avg,1,97,0.05411670729517937,0.058513980358839035
clearance,full,avg,1,98,0.053639207035303116,0.057863540947437286
clearance,full,avg,1,99,0.05325313284993172,0.06161479279398918
clearance,full,avg,1,100,0.05315433442592621,0.059201858937740326
clearance,full,avg,1,101,0.052636921405792236,0.057301782071590424
clearance,full,avg,1,102,0.05250416696071625,0.059997398406267166
clearance,full,avg,1,103,0.052410583943128586,0.058745045214891434
clearance,full,avg,1,104,0.05259387940168381,0.058847490698099136
clearance,full,avg,1,105,0.052057620137929916,0.059931833297014236
clearance,full,avg,1,106,0.05180537700653076,0.057487115263938904
clearance,full,avg,1,107,0.05159398168325424,0.059477727860212326
clearance,full,avg,1,108,0.05133368819952011,0.058742016553878784
clearance,full,avg,1,109,0.051033008843660355,0.05673931539058685
clearance,full,avg,1,110,0.05161237344145775,0.059937722980976105
clearance,full,avg,1,111,0.05090608820319176,0.05655450001358986
clearance,full,avg,1,112,0.05027241259813309,0.05755088850855827
clearance,full,avg,1,113,0.05051170289516449,0.05769200995564461
clearance,full,avg,1,114,0.050500061362981796,0.0566248893737793
clearance,full,avg,1,115,0.0499085858464241,0.05614730343222618
clearance,full,avg,1,116,0.049748435616493225,0.05726803094148636
clearance,full,avg,1,117,0.049334049224853516,0.05867030471563339
clearance,full,avg,1,118,0.04975058138370514,0.053812425583601
clearance,full,avg,1,119,0.04921692609786987,0.059415172785520554
clearance,full,avg,1,120,0.049252595752477646,0.0548798143863678
clearance,full,avg,1,121,0.04870716482400894,0.0560944527387619
clearance,full,avg,1,122,0.04866041615605354,0.05683797225356102
clearance,full,avg,1,123,0.050147175788879395,0.0542394258081913
clearance,full,avg,1,124,0.05095745623111725,0.05889340117573738
