Development_rows,Heldout_rows,Selected_head,Mean_CV_R2,CV_R2_SD,Heldout_R2,RMSE_cP,MAE_cP,Spearman_rho
52,23,KAN,0.621,0.189,0.7408859217450339,4.766308016785,3.0832337172135063,0.8759268413247651
