n_splits,n_pooled_test_predictions,pooled_median_abs_log10_error,pooled_p75_abs_log10_error,pooled_within_2x_pct,pooled_within_3x_pct,median_spearman_across_splits,median_test_r2_across_splits
6,138,0.081690792,0.180837676,99.27536232,100,0.743830881,0.71689426
