endpoint,mode,pooling,fold,epoch,loss,val_loss
viscosity,full,avg,1,1,0.28020453453063965,0.16611769795417786
viscosity,full,avg,1,2,0.11281944066286087,0.08789582550525665
viscosity,full,avg,1,3,0.08656015992164612,0.08246062695980072
viscosity,full,avg,1,4,0.09374667704105377,0.08171297609806061
viscosity,full,avg,1,5,0.09122578799724579,0.07899530977010727
viscosity,full,avg,1,6,0.0835094079375267,0.08107928931713104
viscosity,full,avg,1,7,0.07961434125900269,0.0868026465177536
viscosity,full,avg,1,8,0.07994170486927032,0.0873294398188591
viscosity,full,avg,1,9,0.07735947519540787,0.07847924530506134
viscosity,full,avg,1,10,0.07228536903858185,0.06968702375888824
viscosity,full,avg,1,11,0.06955792754888535,0.06553582847118378
viscosity,full,avg,1,12,0.06816935539245605,0.06372877955436707
viscosity,full,avg,1,13,0.06488054245710373,0.0657162070274353
viscosity,full,avg,1,14,0.06358199566602707,0.06679890304803848
viscosity,full,avg,1,15,0.061916619539260864,0.06154244393110275
viscosity,full,avg,1,16,0.059806276112794876,0.05837053433060646
viscosity,full,avg,1,17,0.05927358940243721,0.05845225602388382
viscosity,full,avg,1,18,0.05761394649744034,0.06008360534906387
viscosity,full,avg,1,19,0.05683986097574234,0.05945492535829544
viscosity,full,avg,1,20,0.056244004517793655,0.05798601731657982
viscosity,full,avg,1,21,0.05584453046321869,0.05624629557132721
viscosity,full,avg,1,22,0.055514197796583176,0.05704003572463989
viscosity,full,avg,1,23,0.055029984563589096,0.057309553027153015
viscosity,full,avg,1,24,0.054669540375471115,0.0560656376183033
viscosity,full,avg,1,25,0.054120972752571106,0.05449651926755905
viscosity,full,avg,1,26,0.05403314158320427,0.054830458015203476
viscosity,full,avg,1,27,0.0536886565387249,0.05463849753141403
viscosity,full,avg,1,28,0.05322524160146713,0.05641520768404007
viscosity,full,avg,1,29,0.05310436710715294,0.05381742864847183
viscosity,full,avg,1,30,0.052202995866537094,0.05428309738636017
viscosity,full,avg,1,31,0.05197804048657417,0.05425514653325081
viscosity,full,avg,1,32,0.05139154940843582,0.052528586238622665
viscosity,full,avg,1,33,0.05122239887714386,0.05250371992588043
viscosity,full,avg,1,34,0.05089766904711723,0.05332321673631668
viscosity,full,avg,1,35,0.05036059394478798,0.05270381271839142
viscosity,full,avg,1,36,0.050478871911764145,0.051886435598134995
viscosity,full,avg,1,37,0.049605391919612885,0.05190123990178108
viscosity,full,avg,1,38,0.04922810569405556,0.051553308963775635
viscosity,full,avg,1,39,0.048934683203697205,0.05109012871980667
viscosity,full,avg,1,40,0.04866931959986687,0.05068694055080414
viscosity,full,avg,1,41,0.048239815980196,0.050467345863580704
viscosity,full,avg,1,42,0.04783149063587189,0.049763791263103485
viscosity,full,avg,1,43,0.047801703214645386,0.04990122467279434
viscosity,full,avg,1,44,0.04711053892970085,0.05231615528464317
viscosity,full,avg,1,45,0.04707704111933708,0.04923039674758911
viscosity,full,avg,1,46,0.04726894944906235,0.04789287596940994
viscosity,full,avg,1,47,0.04665695130825043,0.0515669509768486
viscosity,full,avg,1,48,0.04625605791807175,0.049311812967061996
viscosity,full,avg,1,49,0.04588763043284416,0.04705630987882614
viscosity,full,avg,1,50,0.0453433096408844,0.047996580600738525
viscosity,full,avg,1,51,0.04497767612338066,0.04854552447795868
viscosity,full,avg,1,52,0.04458515718579292,0.04672148451209068
viscosity,full,avg,1,53,0.04441073536872864,0.046118881553411484
viscosity,full,avg,1,54,0.04410676658153534,0.04807458817958832
viscosity,full,avg,1,55,0.04408228397369385,0.04610211402177811
viscosity,full,avg,1,56,0.0440635047852993,0.04440551996231079
viscosity,full,avg,1,57,0.04344160482287407,0.048179034143686295
viscosity,full,avg,1,58,0.0432613305747509,0.04668018966913223
viscosity,full,avg,1,59,0.04255976527929306,0.044420864433050156
viscosity,full,avg,1,60,0.04242213815450668,0.04518387094140053
viscosity,full,avg,1,61,0.04229910299181938,0.04670976847410202
viscosity,full,avg,1,62,0.04169275239109993,0.044066011905670166
viscosity,full,avg,1,63,0.0425918772816658,0.04344761371612549
viscosity,full,avg,1,64,0.04117653891444206,0.048671748489141464
viscosity,full,avg,1,65,0.04172120243310928,0.04440397769212723
viscosity,full,avg,1,66,0.04048827663064003,0.04253808408975601
viscosity,full,avg,1,67,0.04094953089952469,0.04306124150753021
viscosity,full,avg,1,68,0.04002900794148445,0.04434638470411301
viscosity,full,avg,1,69,0.039750248193740845,0.04299374669790268
viscosity,full,avg,1,70,0.039571262896060944,0.04199102148413658
viscosity,full,avg,1,71,0.039338722825050354,0.043165143579244614
viscosity,full,avg,1,72,0.03893902897834778,0.04212846979498863
viscosity,full,avg,1,73,0.038708385080099106,0.041733548045158386
viscosity,full,avg,1,74,0.03864341229200363,0.04138502851128578
viscosity,full,avg,1,75,0.03864755854010582,0.04210040345788002
viscosity,full,avg,1,76,0.03800685331225395,0.040514156222343445
viscosity,full,avg,1,77,0.03787282109260559,0.04173336923122406
viscosity,full,avg,1,78,0.037530697882175446,0.04144385829567909
viscosity,full,avg,1,79,0.03764273598790169,0.03983902186155319
