endpoint,mode,pooling,fold,epoch,loss,val_loss
viscosity,full,avg,1,1,0.16094562411308289,0.11145296692848206
viscosity,full,avg,1,2,0.1083388552069664,0.11601868271827698
viscosity,full,avg,1,3,0.10085663199424744,0.10010243207216263
viscosity,full,avg,1,4,0.08721920847892761,0.08948706090450287
viscosity,full,avg,1,5,0.08026045560836792,0.08179517835378647
viscosity,full,avg,1,6,0.07506463676691055,0.07955865561962128
viscosity,full,avg,1,7,0.0742688775062561,0.07399129867553711
viscosity,full,avg,1,8,0.06888487935066223,0.06883002817630768
viscosity,full,avg,1,9,0.06849174201488495,0.0662057101726532
viscosity,full,avg,1,10,0.0669671967625618,0.06526629626750946
viscosity,full,avg,1,11,0.06615237891674042,0.06475664675235748
viscosity,full,avg,1,12,0.06504840403795242,0.06740503013134003
viscosity,full,avg,1,13,0.0651669055223465,0.06511890888214111
viscosity,full,avg,1,14,0.06387516111135483,0.06722798943519592
viscosity,full,avg,1,15,0.06284759193658829,0.0648074522614479
viscosity,full,avg,1,16,0.06233442574739456,0.06464992463588715
viscosity,full,avg,1,17,0.061226606369018555,0.06549566984176636
viscosity,full,avg,1,18,0.060477420687675476,0.06371553242206573
viscosity,full,avg,1,19,0.060523632913827896,0.0644553005695343
viscosity,full,avg,1,20,0.05999134108424187,0.06754399836063385
viscosity,full,avg,1,21,0.05918896570801735,0.06542672961950302
viscosity,full,avg,1,22,0.05823519825935364,0.06441865861415863
viscosity,full,avg,1,23,0.05805199593305588,0.0630720928311348
viscosity,full,avg,1,24,0.057193513959646225,0.062303029000759125
viscosity,full,avg,1,25,0.05744468793272972,0.06328967958688736
viscosity,full,avg,1,26,0.05703439563512802,0.06082269921898842
viscosity,full,avg,1,27,0.05635259300470352,0.061669863760471344
viscosity,full,avg,1,28,0.055114082992076874,0.0639457255601883
viscosity,full,avg,1,29,0.05735837668180466,0.06169340759515762
viscosity,full,avg,1,30,0.05565733090043068,0.0624677799642086
viscosity,full,avg,1,31,0.0550653338432312,0.06374584883451462
viscosity,full,avg,1,32,0.05740030109882355,0.06016025319695473
viscosity,full,avg,1,33,0.05314529687166214,0.060467805713415146
viscosity,full,avg,1,34,0.053041599690914154,0.06006033718585968
viscosity,full,avg,1,35,0.05259157344698906,0.05923658609390259
viscosity,full,avg,1,36,0.05185213312506676,0.05845850706100464
viscosity,full,avg,1,37,0.05186864733695984,0.05854060873389244
viscosity,full,avg,1,38,0.05076727643609047,0.05894271284341812
viscosity,full,avg,1,39,0.051163043826818466,0.059324171394109726
viscosity,full,avg,1,40,0.05035960301756859,0.05844026058912277
viscosity,full,avg,1,41,0.050243645906448364,0.058376744389534
viscosity,full,avg,1,42,0.05018963664770126,0.058350298553705215
viscosity,full,avg,1,43,0.050085678696632385,0.05691215768456459
viscosity,full,avg,1,44,0.04920083284378052,0.056224431842565536
viscosity,full,avg,1,45,0.04855252429842949,0.05628175288438797
viscosity,full,avg,1,46,0.04848125949501991,0.05547744408249855
viscosity,full,avg,1,47,0.05123039707541466,0.05606212839484215
viscosity,full,avg,1,48,0.048460330814123154,0.05815044790506363
viscosity,full,avg,1,49,0.04871320724487305,0.0575350746512413
viscosity,full,avg,1,50,0.047690119594335556,0.05719270929694176
viscosity,full,avg,1,51,0.047724418342113495,0.05606486275792122
viscosity,full,avg,1,52,0.046605195850133896,0.05563685670495033
viscosity,full,avg,1,53,0.04705885425209999,0.058408208191394806
viscosity,full,avg,1,54,0.04595271125435829,0.05657399445772171
viscosity,full,avg,1,55,0.044932883232831955,0.05758783966302872
viscosity,full,avg,1,56,0.045411497354507446,0.05666942149400711
viscosity,full,avg,2,1,0.4297747015953064,0.13339528441429138
viscosity,full,avg,2,2,0.14324349164962769,0.13242273032665253
viscosity,full,avg,2,3,0.11450473219156265,0.09376616775989532
viscosity,full,avg,2,4,0.09204750508069992,0.08464954793453217
viscosity,full,avg,2,5,0.08571126312017441,0.07886496186256409
viscosity,full,avg,2,6,0.07870788127183914,0.07913832366466522
viscosity,full,avg,2,7,0.07311730831861496,0.06809258460998535
viscosity,full,avg,2,8,0.07282805442810059,0.06551298499107361
viscosity,full,avg,2,9,0.06938843429088593,0.06660275161266327
viscosity,full,avg,2,10,0.0674196407198906,0.06806300580501556
viscosity,full,avg,2,11,0.0651940107345581,0.0627589151263237
viscosity,full,avg,2,12,0.06740294396877289,0.06294596940279007
viscosity,full,avg,2,13,0.06527461856603622,0.06759956479072571
viscosity,full,avg,2,14,0.06334255635738373,0.063245490193367
viscosity,full,avg,2,15,0.06274803727865219,0.06435401737689972
viscosity,full,avg,2,16,0.062256861478090286,0.06507162004709244
viscosity,full,avg,2,17,0.06141525134444237,0.06211579591035843
viscosity,full,avg,2,18,0.06360520422458649,0.06210220232605934
viscosity,full,avg,2,19,0.06364524364471436,0.06880078464746475
viscosity,full,avg,2,20,0.061189472675323486,0.06044461578130722
viscosity,full,avg,2,21,0.06120844557881355,0.060746826231479645
viscosity,full,avg,2,22,0.059755295515060425,0.06154821813106537
viscosity,full,avg,2,23,0.059389881789684296,0.06027652323246002
viscosity,full,avg,2,24,0.05903603509068489,0.06008066609501839
viscosity,full,avg,2,25,0.05882133170962334,0.059562161564826965
viscosity,full,avg,2,26,0.05830588936805725,0.06087428703904152
viscosity,full,avg,2,27,0.058040618896484375,0.06434115767478943
viscosity,full,avg,2,28,0.05856891721487045,0.06060885637998581
viscosity,full,avg,2,29,0.05871167033910751,0.05984263867139816
viscosity,full,avg,2,30,0.058092277497053146,0.06430190801620483
viscosity,full,avg,2,31,0.05692426860332489,0.06012416258454323
viscosity,full,avg,2,32,0.05826651304960251,0.061390139162540436
viscosity,full,avg,2,33,0.05642696097493172,0.06304541230201721
viscosity,full,avg,2,34,0.0559939444065094,0.05877681076526642
viscosity,full,avg,2,35,0.05556965991854668,0.05971705913543701
viscosity,full,avg,2,36,0.05503588542342186,0.059517648071050644
viscosity,full,avg,2,37,0.05475366860628128,0.05823201686143875
viscosity,full,avg,2,38,0.05430390685796738,0.05764492601156235
viscosity,full,avg,2,39,0.054023582488298416,0.058937110006809235
viscosity,full,avg,2,40,0.05449321120977402,0.05932331085205078
viscosity,full,avg,2,41,0.05381012335419655,0.05733063444495201
viscosity,full,avg,2,42,0.05358924716711044,0.057297877967357635
viscosity,full,avg,2,43,0.05277246609330177,0.05791213735938072
viscosity,full,avg,2,44,0.052797626703977585,0.056176476180553436
viscosity,full,avg,2,45,0.05232474207878113,0.05668412894010544
viscosity,full,avg,2,46,0.05247193202376366,0.05725480616092682
viscosity,full,avg,2,47,0.05204823985695839,0.05585062503814697
viscosity,full,avg,2,48,0.051477089524269104,0.055809251964092255
viscosity,full,avg,2,49,0.05200422555208206,0.0575484037399292
viscosity,full,avg,2,50,0.05135383456945419,0.055529966950416565
viscosity,full,avg,2,51,0.05084022879600525,0.05545949190855026
viscosity,full,avg,2,52,0.05052242428064346,0.054581817239522934
viscosity,full,avg,2,53,0.05050838738679886,0.055273693054914474
viscosity,full,avg,2,54,0.050974659621715546,0.05448807775974274
viscosity,full,avg,2,55,0.05077459663152695,0.05495818704366684
viscosity,full,avg,2,56,0.05254654958844185,0.05490497499704361
viscosity,full,avg,2,57,0.05208074674010277,0.054506298154592514
viscosity,full,avg,2,58,0.04982743412256241,0.05378740280866623
viscosity,full,avg,2,59,0.049900226294994354,0.05771331116557121
viscosity,full,avg,2,60,0.05081180855631828,0.051969900727272034
viscosity,full,avg,2,61,0.04906603693962097,0.050903692841529846
viscosity,full,avg,2,62,0.04847099632024765,0.05219385772943497
viscosity,full,avg,2,63,0.04835072159767151,0.051117584109306335
viscosity,full,avg,2,64,0.04782773181796074,0.05077381804585457
viscosity,full,avg,2,65,0.04760283604264259,0.05058229714632034
viscosity,full,avg,2,66,0.04754401370882988,0.051073987036943436
viscosity,full,avg,2,67,0.04715079814195633,0.05071299523115158
viscosity,full,avg,2,68,0.04766326770186424,0.05011681839823723
viscosity,full,avg,2,69,0.04686995968222618,0.054298944771289825
viscosity,full,avg,2,70,0.049188122153282166,0.049899861216545105
viscosity,full,avg,2,71,0.047962211072444916,0.04982325807213783
viscosity,full,avg,2,72,0.046429410576820374,0.054097965359687805
viscosity,full,avg,2,73,0.04926618933677673,0.049681730568408966
viscosity,full,avg,2,74,0.04675835743546486,0.049280308187007904
viscosity,full,avg,2,75,0.047572873532772064,0.05089839920401573
viscosity,full,avg,2,76,0.04758182168006897,0.051233842968940735
viscosity,full,avg,2,77,0.04583466798067093,0.048307739198207855
viscosity,full,avg,2,78,0.04624084010720253,0.04861944168806076
viscosity,full,avg,2,79,0.04566814750432968,0.04848245531320572
viscosity,full,avg,2,80,0.04583438113331795,0.04745110124349594
viscosity,full,avg,2,81,0.04525939002633095,0.0502530112862587
viscosity,full,avg,2,82,0.04509526491165161,0.05014001578092575
viscosity,full,avg,2,83,0.044595684856176376,0.047137267887592316
viscosity,full,avg,2,84,0.04540263116359711,0.04743228480219841
viscosity,full,avg,2,85,0.04448097199201584,0.0510086752474308
viscosity,full,avg,2,86,0.04499310627579689,0.048891518265008926
viscosity,full,avg,2,87,0.043431226164102554,0.046766601502895355
viscosity,full,avg,2,88,0.04349968954920769,0.04776300862431526
viscosity,full,avg,2,89,0.043056193739175797,0.04784997180104256
viscosity,full,avg,2,90,0.04279144108295441,0.04672045260667801
viscosity,full,avg,2,91,0.042871251702308655,0.046686526387929916
viscosity,full,avg,2,92,0.042578279972076416,0.04761798679828644
viscosity,full,avg,2,93,0.04257412999868393,0.04564325511455536
viscosity,full,avg,2,94,0.042821794748306274,0.045319464057683945
viscosity,full,avg,2,95,0.041682109236717224,0.04955776035785675
viscosity,full,avg,2,96,0.04543282836675644,0.04811226576566696
viscosity,full,avg,2,97,0.04229456186294556,0.0449446365237236
viscosity,full,avg,2,98,0.043894339352846146,0.04472752660512924
viscosity,full,avg,2,99,0.04210059717297554,0.04773019999265671
viscosity,full,avg,2,100,0.04169426113367081,0.0440865121781826
viscosity,full,avg,2,101,0.04170579835772514,0.04412104934453964
viscosity,full,avg,2,102,0.0409867987036705,0.04558104649186134
viscosity,full,avg,2,103,0.04077302664518356,0.045144882053136826
viscosity,full,avg,2,104,0.040500883013010025,0.043695367872714996
viscosity,full,avg,2,105,0.040264759212732315,0.043019410222768784
viscosity,full,avg,2,106,0.03996559605002403,0.04332379251718521
viscosity,full,avg,2,107,0.03997809812426567,0.04300105944275856
viscosity,full,avg,2,108,0.039963141083717346,0.043141160160303116
viscosity,full,avg,2,109,0.04005268216133118,0.04238245636224747
viscosity,full,avg,2,110,0.04137105494737625,0.042307548224925995
viscosity,full,avg,2,111,0.0406096912920475,0.04661937803030014
viscosity,full,avg,2,112,0.04044446721673012,0.044558681547641754
viscosity,full,avg,2,113,0.03925452381372452,0.04256502538919449
viscosity,full,avg,2,114,0.03910336270928383,0.042593590915203094
viscosity,full,avg,2,115,0.03949865326285362,0.04316367208957672
viscosity,full,avg,2,116,0.03850223124027252,0.04068327695131302
viscosity,full,avg,2,117,0.03859420493245125,0.04056530445814133
viscosity,full,avg,2,118,0.038278695195913315,0.041782841086387634
viscosity,full,avg,2,119,0.038603775203228,0.04096002131700516
viscosity,full,avg,2,120,0.03801964223384857,0.03979865834116936
viscosity,full,avg,2,121,0.03870444744825363,0.03952093422412872
viscosity,full,avg,2,122,0.03786255791783333,0.041208408772945404
viscosity,full,avg,2,123,0.037812698632478714,0.03930939733982086
viscosity,full,avg,2,124,0.03733579441905022,0.03917296603322029
viscosity,full,avg,2,125,0.03707323595881462,0.04022817313671112
viscosity,full,avg,2,126,0.03730170801281929,0.03947799652814865
viscosity,full,avg,2,127,0.036970075219869614,0.03897365555167198
viscosity,full,avg,2,128,0.0366801843047142,0.03840289264917374
viscosity,full,avg,2,129,0.03690376132726669,0.038744986057281494
viscosity,full,avg,2,130,0.03658301383256912,0.04024301469326019
viscosity,full,avg,2,131,0.03640202060341835,0.03923560678958893
viscosity,full,avg,2,132,0.03624652326107025,0.038674287497997284
viscosity,full,avg,2,133,0.03608418256044388,0.03844844177365303
viscosity,full,avg,2,134,0.03582819178700447,0.03732063248753548
viscosity,full,avg,2,135,0.03582997992634773,0.03692100942134857
viscosity,full,avg,2,136,0.0356510765850544,0.03715997934341431
viscosity,full,avg,2,137,0.03624016046524048,0.03770193085074425
viscosity,full,avg,2,138,0.035302892327308655,0.03645049035549164
viscosity,full,avg,2,139,0.035685550421476364,0.03657981753349304
viscosity,full,avg,2,140,0.0349460206925869,0.03782884404063225
viscosity,full,avg,2,141,0.03516881540417671,0.03785775601863861
viscosity,full,avg,2,142,0.034775711596012115,0.03692416101694107
viscosity,full,avg,2,143,0.034545570611953735,0.03676184266805649
viscosity,full,avg,2,144,0.03438793495297432,0.03638438880443573
viscosity,full,avg,2,145,0.03423396497964859,0.036889102309942245
viscosity,full,avg,2,146,0.034298717975616455,0.036034539341926575
viscosity,full,avg,2,147,0.03419194370508194,0.035676807165145874
viscosity,full,avg,2,148,0.034322675317525864,0.03611377254128456
viscosity,full,avg,2,149,0.03414594754576683,0.036483511328697205
viscosity,full,avg,2,150,0.033734001219272614,0.036077700555324554
