source_log,head,fold,epoch,max_epochs,loss,val_loss,lr
primary_viscosity_training_record,kan,3,99,1000,0.0298,0.0342,0.001
primary_viscosity_training_record,kan,3,100,1000,0.0298,0.0344,0.001
primary_viscosity_training_record,kan,3,101,1000,0.0294,0.0354,0.001
primary_viscosity_training_record,kan,3,102,1000,0.0295,0.0351,0.001
primary_viscosity_training_record,kan,3,103,1000,0.0292,0.0346,0.001
primary_viscosity_training_record,kan,3,104,1000,0.0293,0.0335,0.001
primary_viscosity_training_record,kan,3,105,1000,0.0285,0.0346,0.001
primary_viscosity_training_record,kan,3,106,1000,0.0293,0.0328,0.001
primary_viscosity_training_record,kan,3,107,1000,0.0287,0.0334,0.001
primary_viscosity_training_record,kan,3,108,1000,0.0286,0.0328,0.001
primary_viscosity_training_record,kan,3,109,1000,0.0286,0.0334,0.001
primary_viscosity_training_record,kan,3,110,1000,0.028,0.0326,0.001
primary_viscosity_training_record,kan,3,111,1000,0.028,0.0324,0.001
primary_viscosity_training_record,kan,3,112,1000,0.0279,0.0323,0.001
primary_viscosity_training_record,kan,3,113,1000,0.0272,0.0326,0.001
primary_viscosity_training_record,kan,3,114,1000,0.0275,0.0327,0.001
primary_viscosity_training_record,kan,3,115,1000,0.027,0.0332,0.001
primary_viscosity_training_record,kan,3,116,1000,0.0273,0.0322,0.001
primary_viscosity_training_record,kan,3,117,1000,0.0266,0.031,0.001
primary_viscosity_training_record,kan,3,118,1000,0.0268,0.0303,0.001
primary_viscosity_training_record,kan,3,119,1000,0.0268,0.0305,0.001
primary_viscosity_training_record,kan,3,120,1000,0.0267,0.0306,0.001
primary_viscosity_training_record,kan,3,121,1000,0.0265,0.0313,0.001
primary_viscosity_training_record,kan,3,122,1000,0.0261,0.031,0.001
primary_viscosity_training_record,kan,3,123,1000,0.0258,0.0309,0.001
primary_viscosity_training_record,kan,3,124,1000,0.0258,0.0307,0.001
primary_viscosity_training_record,kan,3,125,1000,0.0255,0.0304,0.001
primary_viscosity_training_record,kan,3,126,1000,0.0252,0.0302,0.001
primary_viscosity_training_record,kan,3,127,1000,0.0253,0.0308,0.001
primary_viscosity_training_record,kan,3,128,1000,0.0252,0.0303,0.001
primary_viscosity_training_record,kan,3,129,1000,0.0248,0.0302,0.0005
primary_viscosity_training_record,kan,3,130,1000,0.0246,0.0301,0.0005
primary_viscosity_training_record,kan,3,131,1000,0.0245,0.0299,0.0005
primary_viscosity_training_record,kan,3,132,1000,0.0245,0.03,0.0005
primary_viscosity_training_record,kan,3,133,1000,0.0246,0.0305,0.0005
primary_viscosity_training_record,kan,3,134,1000,0.0247,0.0309,0.0005
primary_viscosity_training_record,kan,3,135,1000,0.0246,0.0313,0.0005
primary_viscosity_training_record,kan,3,136,1000,0.0245,0.0311,0.0005
primary_viscosity_training_record,kan,3,137,1000,0.0246,0.0306,0.0005
primary_viscosity_training_record,kan,3,138,1000,0.0243,0.0301,0.0005
primary_viscosity_training_record,kan,3,139,1000,0.0242,0.0299,0.0005
primary_viscosity_training_record,kan,3,140,1000,0.0241,0.0298,0.0005
primary_viscosity_training_record,kan,3,141,1000,0.0242,0.0295,0.0005
primary_viscosity_training_record,kan,3,142,1000,0.0238,0.0295,0.0005
primary_viscosity_training_record,kan,3,143,1000,0.0242,0.0297,0.0005
primary_viscosity_training_record,kan,3,144,1000,0.0241,0.03,0.0005
primary_viscosity_training_record,kan,3,145,1000,0.0239,0.0301,0.0005
primary_viscosity_training_record,kan,3,146,1000,0.0237,0.0299,0.0005
primary_viscosity_training_record,kan,3,147,1000,0.0237,0.03,0.0005
primary_viscosity_training_record,kan,3,148,1000,0.0236,0.0302,0.0005
primary_viscosity_training_record,kan,3,149,1000,0.0238,0.0297,0.0005
primary_viscosity_training_record,kan,3,150,1000,0.0234,0.0294,0.0005
primary_viscosity_training_record,kan,3,151,1000,0.0234,0.0293,0.0005
primary_viscosity_training_record,kan,3,152,1000,0.0235,0.0296,0.0005
primary_viscosity_training_record,kan,3,153,1000,0.0236,0.0295,0.0005
primary_viscosity_training_record,kan,3,154,1000,0.0232,0.0298,0.0005
primary_viscosity_training_record,kan,3,155,1000,0.0235,0.0296,0.0005
primary_viscosity_training_record,kan,3,156,1000,0.0228,0.0296,0.0005
primary_viscosity_training_record,kan,3,157,1000,0.0234,0.0291,0.0005
primary_viscosity_training_record,kan,3,158,1000,0.023,0.0291,0.0005
primary_viscosity_training_record,kan,3,159,1000,0.0229,0.0288,0.0005
primary_viscosity_training_record,kan,3,160,1000,0.0227,0.0289,0.0005
primary_viscosity_training_record,kan,3,161,1000,0.0226,0.0291,0.0005
primary_viscosity_training_record,kan,3,162,1000,0.0226,0.0293,0.0005
primary_viscosity_training_record,kan,3,163,1000,0.0224,0.0295,0.0005
primary_viscosity_training_record,kan,3,164,1000,0.0223,0.0294,0.0005
primary_viscosity_training_record,kan,3,165,1000,0.0223,0.0293,0.0005
primary_viscosity_training_record,kan,3,166,1000,0.0222,0.0291,0.0005
primary_viscosity_training_record,kan,3,167,1000,0.0223,0.0291,0.0005
primary_viscosity_training_record,kan,3,168,1000,0.0222,0.0294,0.0005
primary_viscosity_training_record,kan,3,169,1000,0.0219,0.0293,0.0005
primary_viscosity_training_record,kan,4,1,1000,0.2223,0.1375,0.001
primary_viscosity_training_record,kan,4,2,1000,0.1038,0.0972,0.001
primary_viscosity_training_record,kan,4,3,1000,0.0923,0.097,0.001
primary_viscosity_training_record,kan,4,4,1000,0.0913,0.0866,0.001
primary_viscosity_training_record,kan,4,5,1000,0.0784,0.0915,0.001
primary_viscosity_training_record,kan,4,6,1000,0.08,0.0855,0.001
primary_viscosity_training_record,kan,4,7,1000,0.0744,0.0777,0.001
primary_viscosity_training_record,kan,4,8,1000,0.0698,0.0769,0.001
primary_viscosity_training_record,kan,4,9,1000,0.0677,0.0798,0.001
primary_viscosity_training_record,kan,4,10,1000,0.0668,0.077,0.001
primary_viscosity_training_record,kan,4,11,1000,0.067,0.0757,0.001
primary_viscosity_training_record,kan,4,12,1000,0.0656,0.0758,0.001
primary_viscosity_training_record,kan,4,13,1000,0.0637,0.075,0.001
primary_viscosity_training_record,kan,4,14,1000,0.0627,0.0729,0.001
primary_viscosity_training_record,kan,4,15,1000,0.0616,0.0712,0.001
primary_viscosity_training_record,kan,4,16,1000,0.0607,0.0707,0.001
primary_viscosity_training_record,kan,4,17,1000,0.0597,0.0699,0.001
primary_viscosity_training_record,kan,4,18,1000,0.0589,0.0695,0.001
primary_viscosity_training_record,kan,4,19,1000,0.0583,0.069,0.001
primary_viscosity_training_record,kan,4,20,1000,0.0574,0.0672,0.001
primary_viscosity_training_record,kan,4,21,1000,0.0573,0.0668,0.001
primary_viscosity_training_record,kan,4,22,1000,0.0564,0.0693,0.001
primary_viscosity_training_record,kan,4,23,1000,0.056,0.066,0.001
primary_viscosity_training_record,kan,4,24,1000,0.0555,0.0651,0.001
primary_viscosity_training_record,kan,4,25,1000,0.055,0.0667,0.001
primary_viscosity_training_record,kan,4,26,1000,0.0543,0.0645,0.001
primary_viscosity_training_record,kan,4,27,1000,0.0535,0.0637,0.001
primary_viscosity_training_record,kan,4,28,1000,0.0528,0.0631,0.001
primary_viscosity_training_record,kan,4,29,1000,0.0522,0.0631,0.001
primary_viscosity_training_record,kan,4,30,1000,0.0523,0.063,0.001
primary_viscosity_training_record,kan,4,31,1000,0.051,0.0608,0.001
primary_viscosity_training_record,kan,4,32,1000,0.0516,0.0602,0.001
primary_viscosity_training_record,kan,4,33,1000,0.0508,0.0608,0.001
primary_viscosity_training_record,kan,4,34,1000,0.0498,0.0589,0.001
primary_viscosity_training_record,kan,4,35,1000,0.0491,0.0585,0.001
primary_viscosity_training_record,kan,4,36,1000,0.0491,0.058,0.001
primary_viscosity_training_record,kan,4,37,1000,0.0481,0.0584,0.001
primary_viscosity_training_record,kan,4,38,1000,0.0484,0.0586,0.001
primary_viscosity_training_record,kan,4,39,1000,0.0476,0.0565,0.001
primary_viscosity_training_record,kan,4,40,1000,0.0477,0.0564,0.001
primary_viscosity_training_record,kan,4,41,1000,0.0466,0.056,0.001
primary_viscosity_training_record,kan,4,42,1000,0.0465,0.0557,0.001
primary_viscosity_training_record,kan,4,43,1000,0.0455,0.0546,0.001
primary_viscosity_training_record,kan,4,44,1000,0.0452,0.0541,0.001
primary_viscosity_training_record,kan,4,45,1000,0.0446,0.0548,0.001
primary_viscosity_training_record,kan,4,46,1000,0.0444,0.054,0.001
primary_viscosity_training_record,kan,4,47,1000,0.044,0.0535,0.001
primary_viscosity_training_record,kan,4,48,1000,0.0434,0.0532,0.001
primary_viscosity_training_record,kan,4,49,1000,0.0436,0.0529,0.001
primary_viscosity_training_record,kan,4,50,1000,0.0426,0.0527,0.001
primary_viscosity_training_record,kan,4,51,1000,0.0427,0.0524,0.001
primary_viscosity_training_record,kan,4,52,1000,0.0423,0.0511,0.001
primary_viscosity_training_record,kan,4,53,1000,0.0417,0.0501,0.001
primary_viscosity_training_record,kan,4,54,1000,0.0413,0.0498,0.001
primary_viscosity_training_record,kan,4,55,1000,0.0409,0.0503,0.001
primary_viscosity_training_record,kan,4,56,1000,0.0406,0.0496,0.001
primary_viscosity_training_record,kan,4,57,1000,0.0407,0.0484,0.001
primary_viscosity_training_record,kan,4,58,1000,0.0401,0.0495,0.001
primary_viscosity_training_record,kan,4,59,1000,0.0399,0.0481,0.001
primary_viscosity_training_record,kan,4,60,1000,0.0391,0.048,0.001
primary_viscosity_training_record,kan,4,61,1000,0.0392,0.0473,0.001
primary_viscosity_training_record,kan,4,62,1000,0.0386,0.0459,0.001
primary_viscosity_training_record,kan,4,63,1000,0.0385,0.0455,0.001
primary_viscosity_training_record,kan,4,64,1000,0.0386,0.0461,0.001
primary_viscosity_training_record,kan,4,65,1000,0.0374,0.0474,0.001
primary_viscosity_training_record,kan,4,66,1000,0.0376,0.0454,0.001
primary_viscosity_training_record,kan,4,67,1000,0.037,0.045,0.001
primary_viscosity_training_record,kan,4,68,1000,0.0365,0.0447,0.001
primary_viscosity_training_record,kan,4,69,1000,0.0361,0.0444,0.001
primary_viscosity_training_record,kan,4,70,1000,0.0358,0.0438,0.001
primary_viscosity_training_record,kan,4,71,1000,0.0355,0.0438,0.001
primary_viscosity_training_record,kan,4,72,1000,0.0352,0.0434,0.001
primary_viscosity_training_record,kan,4,73,1000,0.0355,0.0416,0.001
primary_viscosity_training_record,kan,4,74,1000,0.0347,0.0421,0.001
primary_viscosity_training_record,kan,4,75,1000,0.0345,0.0423,0.001
primary_viscosity_training_record,kan,4,76,1000,0.0345,0.0428,0.001
primary_viscosity_training_record,kan,4,77,1000,0.0341,0.0412,0.001
primary_viscosity_training_record,kan,4,78,1000,0.0339,0.041,0.001
primary_viscosity_training_record,kan,4,79,1000,0.0332,0.041,0.001
primary_viscosity_training_record,kan,4,80,1000,0.0327,0.0408,0.001
primary_viscosity_training_record,kan,4,81,1000,0.0333,0.0393,0.001
primary_viscosity_training_record,kan,4,82,1000,0.0327,0.0392,0.001
primary_viscosity_training_record,kan,4,83,1000,0.0321,0.0391,0.001
primary_viscosity_training_record,kan,4,84,1000,0.0318,0.0394,0.001
primary_viscosity_training_record,kan,4,85,1000,0.0313,0.0386,0.001
primary_viscosity_training_record,kan,4,86,1000,0.0312,0.0383,0.001
primary_viscosity_training_record,kan,4,87,1000,0.0323,0.0401,0.001
primary_viscosity_training_record,kan,4,88,1000,0.0313,0.0388,0.001
primary_viscosity_training_record,kan,4,89,1000,0.0309,0.0378,0.001
primary_viscosity_training_record,kan,4,90,1000,0.031,0.038,0.001
primary_viscosity_training_record,kan,4,91,1000,0.0297,0.0371,0.001
primary_viscosity_training_record,kan,4,92,1000,0.0294,0.0376,0.001
primary_viscosity_training_record,kan,4,93,1000,0.0293,0.038,0.001
primary_viscosity_training_record,kan,4,94,1000,0.0291,0.0371,0.001
primary_viscosity_training_record,kan,4,95,1000,0.0286,0.0362,0.001
primary_viscosity_training_record,kan,4,96,1000,0.0286,0.0366,0.001
primary_viscosity_training_record,kan,4,97,1000,0.028,0.0354,0.001
primary_viscosity_training_record,kan,4,98,1000,0.0278,0.0352,0.001
primary_viscosity_training_record,kan,4,99,1000,0.0276,0.0354,0.001
primary_viscosity_training_record,kan,4,100,1000,0.0272,0.0347,0.001
primary_viscosity_training_record,kan,4,101,1000,0.0267,0.0353,0.001
primary_viscosity_training_record,kan,4,102,1000,0.0275,0.0364,0.001
primary_viscosity_training_record,kan,4,103,1000,0.0274,0.0344,0.001
primary_viscosity_training_record,kan,4,104,1000,0.0267,0.033,0.001
primary_viscosity_training_record,kan,4,105,1000,0.0265,0.036,0.001
primary_viscosity_training_record,kan,4,106,1000,0.0264,0.0343,0.001
primary_viscosity_training_record,kan,4,107,1000,0.0253,0.0328,0.001
primary_viscosity_training_record,kan,4,108,1000,0.0252,0.0338,0.001
primary_viscosity_training_record,kan,4,109,1000,0.0252,0.0333,0.001
primary_viscosity_training_record,kan,4,110,1000,0.025,0.0318,0.001
primary_viscosity_training_record,kan,4,111,1000,0.025,0.033,0.001
primary_viscosity_training_record,kan,4,112,1000,0.0245,0.0336,0.001
primary_viscosity_training_record,kan,4,113,1000,0.0245,0.0339,0.001
primary_viscosity_training_record,kan,4,114,1000,0.026,0.0326,0.001
primary_viscosity_training_record,kan,4,115,1000,0.0242,0.0321,0.001
primary_viscosity_training_record,kan,4,116,1000,0.0244,0.0359,0.001
primary_viscosity_training_record,kan,4,117,1000,0.0252,0.0324,0.001
primary_viscosity_training_record,kan,4,118,1000,0.024,0.0307,0.001
primary_viscosity_training_record,kan,4,119,1000,0.0231,0.0342,0.001
primary_viscosity_training_record,kan,4,120,1000,0.0242,0.0308,0.001
primary_viscosity_training_record,kan,4,121,1000,0.0226,0.0304,0.001
primary_viscosity_training_record,kan,4,122,1000,0.0229,0.0309,0.001
primary_viscosity_training_record,kan,4,123,1000,0.0231,0.0303,0.001
primary_viscosity_training_record,kan,4,124,1000,0.0232,0.0313,0.001
primary_viscosity_training_record,kan,4,125,1000,0.0227,0.0327,0.001
primary_viscosity_training_record,kan,4,126,1000,0.0225,0.029,0.001
primary_viscosity_training_record,kan,4,127,1000,0.0219,0.0309,0.001
primary_viscosity_training_record,kan,4,128,1000,0.0223,0.031,0.001
primary_viscosity_training_record,kan,4,129,1000,0.0214,0.0304,0.001
primary_viscosity_training_record,kan,4,130,1000,0.0215,0.0294,0.001
primary_viscosity_training_record,kan,4,131,1000,0.0209,0.0306,0.001
primary_viscosity_training_record,kan,4,132,1000,0.0206,0.029,0.001
primary_viscosity_training_record,kan,4,133,1000,0.0209,0.0289,0.001
primary_viscosity_training_record,kan,4,134,1000,0.0205,0.0294,0.001
primary_viscosity_training_record,kan,4,135,1000,0.0207,0.0291,0.001
primary_viscosity_training_record,kan,4,136,1000,0.0206,0.0285,0.001
primary_viscosity_training_record,kan,4,137,1000,0.0203,0.0282,0.001
primary_viscosity_training_record,kan,4,138,1000,0.0201,0.0289,0.001
primary_viscosity_training_record,kan,4,139,1000,0.0199,0.0309,0.001
primary_viscosity_training_record,kan,4,140,1000,0.0199,0.0279,0.001
primary_viscosity_training_record,kan,4,141,1000,0.0196,0.0289,0.001
primary_viscosity_training_record,kan,4,142,1000,0.0192,0.0301,0.001
primary_viscosity_training_record,kan,4,143,1000,0.0197,0.0289,0.001
primary_viscosity_training_record,kan,4,144,1000,0.0185,0.0281,0.001
primary_viscosity_training_record,kan,4,145,1000,0.0199,0.0283,0.001
primary_viscosity_training_record,kan,4,146,1000,0.0188,0.0288,0.001
primary_viscosity_training_record,kan,4,147,1000,0.0191,0.0287,0.001
primary_viscosity_training_record,kan,4,148,1000,0.0183,0.026,0.001
primary_viscosity_training_record,kan,4,149,1000,0.0186,0.0266,0.001
primary_viscosity_training_record,kan,4,150,1000,0.0182,0.028,0.001
primary_viscosity_training_record,kan,4,151,1000,0.0185,0.0275,0.001
primary_viscosity_training_record,kan,4,152,1000,0.0181,0.0268,0.001
primary_viscosity_training_record,kan,4,153,1000,0.0189,0.0272,0.001
primary_viscosity_training_record,kan,4,154,1000,0.0187,0.0274,0.001
primary_viscosity_training_record,kan,4,155,1000,0.0174,0.0281,0.001
primary_viscosity_training_record,kan,4,156,1000,0.0184,0.0271,0.001
primary_viscosity_training_record,kan,4,157,1000,0.0173,0.0286,0.001
primary_viscosity_training_record,kan,4,158,1000,0.0175,0.0263,0.001
primary_viscosity_training_record,kan,5,1,1000,0.1988,0.1006,0.001
primary_viscosity_training_record,kan,5,2,1000,0.0962,0.1085,0.001
primary_viscosity_training_record,kan,5,3,1000,0.1008,0.099,0.001
primary_viscosity_training_record,kan,5,4,1000,0.0905,0.0854,0.001
primary_viscosity_training_record,kan,5,5,1000,0.0829,0.081,0.001
primary_viscosity_training_record,kan,5,6,1000,0.082,0.0753,0.001
primary_viscosity_training_record,kan,5,7,1000,0.0746,0.0727,0.001
primary_viscosity_training_record,kan,5,8,1000,0.0709,0.0712,0.001
primary_viscosity_training_record,kan,5,9,1000,0.0676,0.0633,0.001
primary_viscosity_training_record,kan,5,10,1000,0.0637,0.0603,0.001
primary_viscosity_training_record,kan,5,11,1000,0.0633,0.0606,0.001
primary_viscosity_training_record,kan,5,12,1000,0.0613,0.0628,0.001
primary_viscosity_training_record,kan,5,13,1000,0.0607,0.0628,0.001
primary_viscosity_training_record,kan,5,14,1000,0.0611,0.0647,0.001
primary_viscosity_training_record,kan,5,15,1000,0.0589,0.0676,0.001
primary_viscosity_training_record,kan,5,16,1000,0.0584,0.0671,0.001
primary_viscosity_training_record,kan,5,17,1000,0.0573,0.0666,0.001
primary_viscosity_training_record,kan,5,18,1000,0.0569,0.065,0.001
primary_viscosity_training_record,kan,5,19,1000,0.0564,0.0643,0.001
primary_viscosity_training_record,kan,5,20,1000,0.055,0.0666,0.001
