source_log,head,fold,epoch,max_epochs,loss,val_loss,lr
primary_mouse_exposure_training_record,spline,2,158,1000,0.0587,0.0604,0.0005
primary_mouse_exposure_training_record,spline,2,159,1000,0.0585,0.0612,0.0005
primary_mouse_exposure_training_record,spline,2,160,1000,0.0583,0.0617,0.0005
primary_mouse_exposure_training_record,spline,2,161,1000,0.0579,0.0622,0.0005
primary_mouse_exposure_training_record,spline,2,162,1000,0.058,0.0628,0.0005
primary_mouse_exposure_training_record,spline,2,163,1000,0.0581,0.0617,0.0005
primary_mouse_exposure_training_record,spline,2,164,1000,0.0582,0.0609,0.0005
primary_mouse_exposure_training_record,spline,2,165,1000,0.0578,0.0611,0.0005
primary_mouse_exposure_training_record,spline,2,166,1000,0.0577,0.062,0.0005
primary_mouse_exposure_training_record,spline,2,167,1000,0.0581,0.0615,0.0005
primary_mouse_exposure_training_record,spline,2,168,1000,0.0576,0.061,0.0005
primary_mouse_exposure_training_record,spline,2,169,1000,0.0573,0.0615,0.00025
primary_mouse_exposure_training_record,spline,2,170,1000,0.0571,0.061,0.00025
primary_mouse_exposure_training_record,spline,2,171,1000,0.0571,0.0618,0.00025
primary_mouse_exposure_training_record,spline,2,172,1000,0.0572,0.0621,0.00025
primary_mouse_exposure_training_record,spline,2,173,1000,0.0569,0.0611,0.00025
primary_mouse_exposure_training_record,spline,2,174,1000,0.057,0.061,0.00025
primary_mouse_exposure_training_record,spline,2,175,1000,0.057,0.0611,0.00025
primary_mouse_exposure_training_record,spline,2,176,1000,0.0567,0.0604,0.00025
primary_mouse_exposure_training_record,spline,2,177,1000,0.0568,0.0602,0.00025
primary_mouse_exposure_training_record,spline,2,178,1000,0.0565,0.0617,0.00025
primary_mouse_exposure_training_record,spline,2,179,1000,0.057,0.0618,0.00025
primary_mouse_exposure_training_record,spline,2,180,1000,0.0566,0.0604,0.00025
primary_mouse_exposure_training_record,spline,2,181,1000,0.0568,0.061,0.00025
primary_mouse_exposure_training_record,spline,2,182,1000,0.0564,0.0627,0.00025
primary_mouse_exposure_training_record,spline,2,183,1000,0.0567,0.0628,0.00025
primary_mouse_exposure_training_record,spline,2,184,1000,0.0566,0.0609,0.00025
primary_mouse_exposure_training_record,spline,2,185,1000,0.0565,0.0597,0.00025
primary_mouse_exposure_training_record,spline,2,186,1000,0.0564,0.0604,0.00025
primary_mouse_exposure_training_record,spline,2,187,1000,0.0562,0.0614,0.00025
primary_mouse_exposure_training_record,spline,2,188,1000,0.0563,0.0613,0.00025
primary_mouse_exposure_training_record,spline,2,189,1000,0.0562,0.0604,0.00025
primary_mouse_exposure_training_record,spline,2,190,1000,0.0563,0.0601,0.00025
primary_mouse_exposure_training_record,spline,2,191,1000,0.0561,0.0604,0.00025
primary_mouse_exposure_training_record,spline,2,192,1000,0.0559,0.0619,0.00025
primary_mouse_exposure_training_record,spline,2,193,1000,0.0563,0.0617,0.00025
primary_mouse_exposure_training_record,spline,2,194,1000,0.0557,0.0602,0.00025
primary_mouse_exposure_training_record,spline,2,195,1000,0.0567,0.0598,0.00025
primary_mouse_exposure_training_record,spline,2,196,1000,0.0561,0.0598,0.000125
primary_mouse_exposure_training_record,spline,2,197,1000,0.0557,0.06,0.000125
primary_mouse_exposure_training_record,spline,2,198,1000,0.0556,0.0601,0.000125
primary_mouse_exposure_training_record,spline,2,199,1000,0.0556,0.0595,0.000125
primary_mouse_exposure_training_record,spline,2,200,1000,0.0556,0.0591,0.000125
primary_mouse_exposure_training_record,spline,2,201,1000,0.0557,0.0591,0.000125
primary_mouse_exposure_training_record,spline,2,202,1000,0.0558,0.0591,0.000125
primary_mouse_exposure_training_record,spline,2,203,1000,0.0557,0.0593,0.000125
primary_mouse_exposure_training_record,spline,2,204,1000,0.0555,0.0602,0.000125
primary_mouse_exposure_training_record,spline,2,205,1000,0.0555,0.0607,0.000125
primary_mouse_exposure_training_record,spline,2,206,1000,0.0554,0.0599,0.000125
primary_mouse_exposure_training_record,spline,2,207,1000,0.0553,0.0593,0.000125
primary_mouse_exposure_training_record,spline,2,208,1000,0.0553,0.0593,0.000125
primary_mouse_exposure_training_record,spline,2,209,1000,0.0553,0.0598,0.000125
primary_mouse_exposure_training_record,spline,2,210,1000,0.0553,0.0602,0.000125
primary_mouse_exposure_training_record,spline,2,211,1000,0.0552,0.0602,6.25e-05
primary_mouse_exposure_training_record,spline,2,212,1000,0.0552,0.0604,6.25e-05
primary_mouse_exposure_training_record,spline,2,213,1000,0.0551,0.0605,6.25e-05
primary_mouse_exposure_training_record,spline,2,214,1000,0.0551,0.0603,6.25e-05
primary_mouse_exposure_training_record,spline,2,215,1000,0.0551,0.0601,6.25e-05
primary_mouse_exposure_training_record,spline,2,216,1000,0.0551,0.0596,6.25e-05
primary_mouse_exposure_training_record,spline,2,217,1000,0.0551,0.0597,6.25e-05
primary_mouse_exposure_training_record,spline,2,218,1000,0.055,0.06,6.25e-05
primary_mouse_exposure_training_record,spline,2,219,1000,0.0551,0.0603,6.25e-05
primary_mouse_exposure_training_record,spline,2,220,1000,0.055,0.0602,6.25e-05
primary_mouse_exposure_training_record,spline,2,221,1000,0.055,0.0602,3.125e-05
primary_mouse_exposure_training_record,spline,2,222,1000,0.055,0.0602,3.125e-05
primary_mouse_exposure_training_record,spline,3,1,1000,0.5073,0.1639,0.001
primary_mouse_exposure_training_record,spline,3,2,1000,0.1788,0.1297,0.001
primary_mouse_exposure_training_record,spline,3,3,1000,0.1392,0.1413,0.001
primary_mouse_exposure_training_record,spline,3,4,1000,0.1396,0.1232,0.001
primary_mouse_exposure_training_record,spline,3,5,1000,0.1328,0.1228,0.001
primary_mouse_exposure_training_record,spline,3,6,1000,0.1242,0.1253,0.001
primary_mouse_exposure_training_record,spline,3,7,1000,0.1231,0.1178,0.001
primary_mouse_exposure_training_record,spline,3,8,1000,0.1163,0.1149,0.001
primary_mouse_exposure_training_record,spline,3,9,1000,0.1167,0.1111,0.001
primary_mouse_exposure_training_record,spline,3,10,1000,0.1129,0.111,0.001
primary_mouse_exposure_training_record,spline,3,11,1000,0.1118,0.1064,0.001
primary_mouse_exposure_training_record,spline,3,12,1000,0.1094,0.1053,0.001
primary_mouse_exposure_training_record,spline,3,13,1000,0.1078,0.1045,0.001
primary_mouse_exposure_training_record,spline,3,14,1000,0.1073,0.1046,0.001
primary_mouse_exposure_training_record,spline,3,15,1000,0.1053,0.1029,0.001
primary_mouse_exposure_training_record,spline,3,16,1000,0.105,0.1024,0.001
primary_mouse_exposure_training_record,spline,3,17,1000,0.1024,0.0999,0.001
primary_mouse_exposure_training_record,spline,3,18,1000,0.1012,0.1003,0.001
primary_mouse_exposure_training_record,spline,3,19,1000,0.1002,0.0982,0.001
primary_mouse_exposure_training_record,spline,3,20,1000,0.0979,0.0976,0.001
primary_mouse_exposure_training_record,spline,3,21,1000,0.097,0.0967,0.001
primary_mouse_exposure_training_record,spline,3,22,1000,0.0958,0.0959,0.001
primary_mouse_exposure_training_record,spline,3,23,1000,0.0953,0.0971,0.001
primary_mouse_exposure_training_record,spline,3,24,1000,0.0952,0.0953,0.001
primary_mouse_exposure_training_record,spline,3,25,1000,0.0932,0.0965,0.001
primary_mouse_exposure_training_record,spline,3,26,1000,0.0915,0.095,0.001
primary_mouse_exposure_training_record,spline,3,27,1000,0.0929,0.0944,0.001
primary_mouse_exposure_training_record,spline,3,28,1000,0.09,0.0933,0.001
primary_mouse_exposure_training_record,spline,3,29,1000,0.0896,0.0951,0.001
primary_mouse_exposure_training_record,spline,3,30,1000,0.0896,0.0924,0.001
primary_mouse_exposure_training_record,spline,3,31,1000,0.0887,0.0936,0.001
primary_mouse_exposure_training_record,spline,3,32,1000,0.087,0.0921,0.001
primary_mouse_exposure_training_record,spline,3,33,1000,0.088,0.0969,0.001
primary_mouse_exposure_training_record,spline,3,34,1000,0.0887,0.0911,0.001
primary_mouse_exposure_training_record,spline,3,35,1000,0.0855,0.0918,0.001
primary_mouse_exposure_training_record,spline,3,36,1000,0.0873,0.0894,0.001
primary_mouse_exposure_training_record,spline,3,37,1000,0.087,0.0919,0.001
primary_mouse_exposure_training_record,spline,3,38,1000,0.085,0.0876,0.001
primary_mouse_exposure_training_record,spline,3,39,1000,0.0838,0.0876,0.001
primary_mouse_exposure_training_record,spline,3,40,1000,0.0828,0.0864,0.001
primary_mouse_exposure_training_record,spline,3,41,1000,0.0836,0.0869,0.001
primary_mouse_exposure_training_record,spline,3,42,1000,0.083,0.0853,0.001
primary_mouse_exposure_training_record,spline,3,43,1000,0.0808,0.085,0.001
primary_mouse_exposure_training_record,spline,3,44,1000,0.0799,0.0852,0.001
primary_mouse_exposure_training_record,spline,3,45,1000,0.0804,0.0846,0.001
primary_mouse_exposure_training_record,spline,3,46,1000,0.0803,0.084,0.001
primary_mouse_exposure_training_record,spline,3,47,1000,0.0796,0.0841,0.001
primary_mouse_exposure_training_record,spline,3,48,1000,0.0785,0.0839,0.001
primary_mouse_exposure_training_record,spline,3,49,1000,0.0784,0.0834,0.001
primary_mouse_exposure_training_record,spline,3,50,1000,0.0776,0.0832,0.001
primary_mouse_exposure_training_record,spline,3,51,1000,0.0774,0.0826,0.001
primary_mouse_exposure_training_record,spline,3,52,1000,0.0766,0.0822,0.001
primary_mouse_exposure_training_record,spline,3,53,1000,0.0763,0.0817,0.001
primary_mouse_exposure_training_record,spline,3,54,1000,0.0758,0.0812,0.001
primary_mouse_exposure_training_record,spline,3,55,1000,0.075,0.0815,0.001
primary_mouse_exposure_training_record,spline,3,56,1000,0.0757,0.0808,0.001
primary_mouse_exposure_training_record,spline,3,57,1000,0.0757,0.0801,0.001
primary_mouse_exposure_training_record,spline,3,58,1000,0.0749,0.0804,0.001
primary_mouse_exposure_training_record,spline,3,59,1000,0.0743,0.079,0.001
primary_mouse_exposure_training_record,spline,3,60,1000,0.0738,0.0798,0.001
primary_mouse_exposure_training_record,spline,3,61,1000,0.0733,0.0785,0.001
primary_mouse_exposure_training_record,spline,3,62,1000,0.073,0.0788,0.001
primary_mouse_exposure_training_record,spline,3,63,1000,0.0726,0.0784,0.001
primary_mouse_exposure_training_record,spline,3,64,1000,0.0734,0.084,0.001
primary_mouse_exposure_training_record,spline,3,65,1000,0.0758,0.0813,0.001
primary_mouse_exposure_training_record,spline,3,66,1000,0.0754,0.0801,0.001
primary_mouse_exposure_training_record,spline,3,67,1000,0.0725,0.0774,0.001
primary_mouse_exposure_training_record,spline,3,68,1000,0.0724,0.078,0.001
primary_mouse_exposure_training_record,spline,3,69,1000,0.0709,0.0766,0.001
primary_mouse_exposure_training_record,spline,3,70,1000,0.0713,0.0766,0.001
primary_mouse_exposure_training_record,spline,3,71,1000,0.0702,0.0762,0.001
primary_mouse_exposure_training_record,spline,3,72,1000,0.0703,0.0758,0.001
primary_mouse_exposure_training_record,spline,3,73,1000,0.0697,0.0747,0.001
primary_mouse_exposure_training_record,spline,3,74,1000,0.0716,0.0749,0.001
primary_mouse_exposure_training_record,spline,3,75,1000,0.0739,0.0773,0.001
primary_mouse_exposure_training_record,spline,3,76,1000,0.0737,0.0735,0.001
primary_mouse_exposure_training_record,spline,3,77,1000,0.0728,0.0739,0.001
primary_mouse_exposure_training_record,spline,3,78,1000,0.0712,0.0725,0.001
primary_mouse_exposure_training_record,spline,3,79,1000,0.0727,0.072,0.001
primary_mouse_exposure_training_record,spline,3,80,1000,0.0737,0.0734,0.001
primary_mouse_exposure_training_record,spline,3,81,1000,0.0691,0.0734,0.001
primary_mouse_exposure_training_record,spline,3,82,1000,0.0684,0.073,0.001
primary_mouse_exposure_training_record,spline,3,83,1000,0.0678,0.0721,0.001
primary_mouse_exposure_training_record,spline,3,84,1000,0.0679,0.0712,0.001
primary_mouse_exposure_training_record,spline,3,85,1000,0.0677,0.0711,0.001
primary_mouse_exposure_training_record,spline,3,86,1000,0.0662,0.0714,0.001
primary_mouse_exposure_training_record,spline,3,87,1000,0.066,0.0721,0.001
primary_mouse_exposure_training_record,spline,3,88,1000,0.0657,0.0723,0.001
primary_mouse_exposure_training_record,spline,3,89,1000,0.0656,0.0721,0.001
primary_mouse_exposure_training_record,spline,3,90,1000,0.0659,0.0712,0.001
primary_mouse_exposure_training_record,spline,3,91,1000,0.0655,0.0711,0.001
primary_mouse_exposure_training_record,spline,3,92,1000,0.0653,0.0706,0.001
primary_mouse_exposure_training_record,spline,3,93,1000,0.0651,0.0697,0.001
primary_mouse_exposure_training_record,spline,3,94,1000,0.0641,0.0697,0.001
primary_mouse_exposure_training_record,spline,3,95,1000,0.0641,0.0697,0.001
primary_mouse_exposure_training_record,spline,3,96,1000,0.0646,0.0696,0.001
primary_mouse_exposure_training_record,spline,3,97,1000,0.0641,0.0695,0.001
primary_mouse_exposure_training_record,spline,3,98,1000,0.0638,0.0693,0.001
primary_mouse_exposure_training_record,spline,3,99,1000,0.0638,0.0693,0.001
primary_mouse_exposure_training_record,spline,3,100,1000,0.0626,0.0689,0.001
primary_mouse_exposure_training_record,spline,3,101,1000,0.0625,0.0691,0.001
primary_mouse_exposure_training_record,spline,3,102,1000,0.0633,0.0689,0.001
primary_mouse_exposure_training_record,spline,3,103,1000,0.0647,0.0708,0.001
primary_mouse_exposure_training_record,spline,3,104,1000,0.0641,0.0687,0.001
primary_mouse_exposure_training_record,spline,3,105,1000,0.0638,0.0683,0.001
primary_mouse_exposure_training_record,spline,3,106,1000,0.0639,0.0672,0.001
primary_mouse_exposure_training_record,spline,3,107,1000,0.0634,0.0669,0.001
primary_mouse_exposure_training_record,spline,3,108,1000,0.0654,0.0664,0.001
primary_mouse_exposure_training_record,spline,3,109,1000,0.0654,0.0666,0.001
primary_mouse_exposure_training_record,spline,3,110,1000,0.0697,0.0666,0.001
primary_mouse_exposure_training_record,spline,3,111,1000,0.0676,0.0665,0.001
primary_mouse_exposure_training_record,spline,3,112,1000,0.0636,0.0702,0.001
primary_mouse_exposure_training_record,spline,3,113,1000,0.0634,0.07,0.001
primary_mouse_exposure_training_record,spline,3,114,1000,0.0631,0.0701,0.001
primary_mouse_exposure_training_record,spline,3,115,1000,0.0627,0.067,0.001
primary_mouse_exposure_training_record,spline,3,116,1000,0.0624,0.0666,0.001
primary_mouse_exposure_training_record,spline,3,117,1000,0.0657,0.0673,0.001
primary_mouse_exposure_training_record,spline,3,118,1000,0.0638,0.0693,0.001
primary_mouse_exposure_training_record,spline,3,119,1000,0.0614,0.066,0.0005
primary_mouse_exposure_training_record,spline,3,120,1000,0.0618,0.0663,0.0005
primary_mouse_exposure_training_record,spline,3,121,1000,0.0598,0.0669,0.0005
primary_mouse_exposure_training_record,spline,3,122,1000,0.0603,0.0656,0.0005
primary_mouse_exposure_training_record,spline,3,123,1000,0.0602,0.067,0.0005
primary_mouse_exposure_training_record,spline,3,124,1000,0.0598,0.0665,0.0005
primary_mouse_exposure_training_record,spline,3,125,1000,0.0591,0.0657,0.0005
primary_mouse_exposure_training_record,spline,3,126,1000,0.0584,0.0653,0.0005
primary_mouse_exposure_training_record,spline,3,127,1000,0.0582,0.0652,0.0005
primary_mouse_exposure_training_record,spline,3,128,1000,0.0585,0.0653,0.0005
primary_mouse_exposure_training_record,spline,3,129,1000,0.0585,0.0655,0.0005
primary_mouse_exposure_training_record,spline,3,130,1000,0.0579,0.0653,0.0005
primary_mouse_exposure_training_record,spline,3,131,1000,0.0582,0.0655,0.0005
primary_mouse_exposure_training_record,spline,3,132,1000,0.0579,0.0655,0.0005
primary_mouse_exposure_training_record,spline,3,133,1000,0.0583,0.0649,0.0005
primary_mouse_exposure_training_record,spline,3,134,1000,0.0575,0.0649,0.0005
primary_mouse_exposure_training_record,spline,3,135,1000,0.0573,0.0648,0.0005
primary_mouse_exposure_training_record,spline,3,136,1000,0.0573,0.0647,0.0005
primary_mouse_exposure_training_record,spline,3,137,1000,0.0571,0.0644,0.0005
primary_mouse_exposure_training_record,spline,3,138,1000,0.0569,0.0644,0.0005
primary_mouse_exposure_training_record,spline,3,139,1000,0.0574,0.0641,0.0005
primary_mouse_exposure_training_record,spline,3,140,1000,0.0565,0.0643,0.0005
primary_mouse_exposure_training_record,spline,3,141,1000,0.0571,0.0641,0.0005
primary_mouse_exposure_training_record,spline,3,142,1000,0.0564,0.0644,0.0005
primary_mouse_exposure_training_record,spline,3,143,1000,0.0569,0.0639,0.0005
primary_mouse_exposure_training_record,spline,3,144,1000,0.0565,0.0637,0.0005
primary_mouse_exposure_training_record,spline,3,145,1000,0.0565,0.0637,0.0005
primary_mouse_exposure_training_record,spline,3,146,1000,0.0562,0.0637,0.0005
primary_mouse_exposure_training_record,spline,3,147,1000,0.056,0.0633,0.0005
primary_mouse_exposure_training_record,spline,3,148,1000,0.0563,0.0632,0.0005
primary_mouse_exposure_training_record,spline,3,149,1000,0.0564,0.0637,0.0005
primary_mouse_exposure_training_record,spline,3,150,1000,0.0558,0.0635,0.0005
primary_mouse_exposure_training_record,spline,3,151,1000,0.0559,0.0634,0.0005
primary_mouse_exposure_training_record,spline,3,152,1000,0.0555,0.0634,0.0005
primary_mouse_exposure_training_record,spline,3,153,1000,0.0555,0.063,0.0005
primary_mouse_exposure_training_record,spline,3,154,1000,0.0553,0.063,0.0005
primary_mouse_exposure_training_record,spline,3,155,1000,0.0553,0.0626,0.0005
primary_mouse_exposure_training_record,spline,3,156,1000,0.0552,0.0627,0.0005
primary_mouse_exposure_training_record,spline,3,157,1000,0.0552,0.0629,0.0005
primary_mouse_exposure_training_record,spline,3,158,1000,0.0549,0.0624,0.0005
primary_mouse_exposure_training_record,spline,3,159,1000,0.0549,0.0626,0.0005
primary_mouse_exposure_training_record,spline,3,160,1000,0.0547,0.0627,0.0005
primary_mouse_exposure_training_record,spline,3,161,1000,0.0546,0.0623,0.0005
primary_mouse_exposure_training_record,spline,3,162,1000,0.0547,0.0624,0.0005
primary_mouse_exposure_training_record,spline,3,163,1000,0.0547,0.0621,0.0005
primary_mouse_exposure_training_record,spline,3,164,1000,0.0549,0.0622,0.0005
primary_mouse_exposure_training_record,spline,3,165,1000,0.054,0.0629,0.0005
primary_mouse_exposure_training_record,spline,3,166,1000,0.0547,0.0617,0.0005
primary_mouse_exposure_training_record,spline,3,167,1000,0.0546,0.0617,0.0005
primary_mouse_exposure_training_record,spline,3,168,1000,0.054,0.0631,0.0005
primary_mouse_exposure_training_record,spline,3,169,1000,0.0542,0.0617,0.0005
primary_mouse_exposure_training_record,spline,3,170,1000,0.0539,0.0612,0.0005
primary_mouse_exposure_training_record,spline,3,171,1000,0.0538,0.0616,0.0005
primary_mouse_exposure_training_record,spline,3,172,1000,0.0536,0.0613,0.0005
primary_mouse_exposure_training_record,spline,3,173,1000,0.0546,0.0617,0.0005
primary_mouse_exposure_training_record,spline,3,174,1000,0.0536,0.0627,0.0005
primary_mouse_exposure_training_record,spline,3,175,1000,0.0535,0.0609,0.0005
primary_mouse_exposure_training_record,spline,3,176,1000,0.0535,0.061,0.0005
primary_mouse_exposure_training_record,spline,3,177,1000,0.0532,0.0614,0.0005
primary_mouse_exposure_training_record,spline,3,178,1000,0.0531,0.0609,0.0005
primary_mouse_exposure_training_record,spline,3,179,1000,0.0531,0.0609,0.0005
primary_mouse_exposure_training_record,spline,3,180,1000,0.0529,0.0612,0.0005
primary_mouse_exposure_training_record,spline,3,181,1000,0.0528,0.0607,0.0005
primary_mouse_exposure_training_record,spline,3,182,1000,0.0529,0.0609,0.0005
primary_mouse_exposure_training_record,spline,3,183,1000,0.0525,0.0613,0.0005
primary_mouse_exposure_training_record,spline,3,184,1000,0.0527,0.0604,0.0005
primary_mouse_exposure_training_record,spline,3,185,1000,0.0524,0.0603,0.0005
primary_mouse_exposure_training_record,spline,3,186,1000,0.0523,0.0609,0.0005
primary_mouse_exposure_training_record,spline,3,187,1000,0.0524,0.0605,0.0005
primary_mouse_exposure_training_record,spline,3,188,1000,0.0526,0.0602,0.0005
primary_mouse_exposure_training_record,spline,3,189,1000,0.0538,0.0609,0.0005
primary_mouse_exposure_training_record,spline,3,190,1000,0.0519,0.0614,0.0005
primary_mouse_exposure_training_record,spline,3,191,1000,0.0524,0.0609,0.0005
primary_mouse_exposure_training_record,spline,3,192,1000,0.0523,0.0603,0.0005
primary_mouse_exposure_training_record,spline,3,193,1000,0.0522,0.0602,0.0005
primary_mouse_exposure_training_record,spline,3,194,1000,0.052,0.0607,0.0005
primary_mouse_exposure_training_record,spline,3,195,1000,0.0521,0.0605,0.0005
primary_mouse_exposure_training_record,spline,3,196,1000,0.0516,0.0603,0.0005
primary_mouse_exposure_training_record,spline,3,197,1000,0.0523,0.0593,0.0005
primary_mouse_exposure_training_record,spline,3,198,1000,0.0524,0.0598,0.0005
primary_mouse_exposure_training_record,spline,3,199,1000,0.0511,0.0618,0.0005
primary_mouse_exposure_training_record,spline,3,200,1000,0.0522,0.0599,0.0005
primary_mouse_exposure_training_record,spline,3,201,1000,0.0529,0.0605,0.0005
primary_mouse_exposure_training_record,spline,3,202,1000,0.0534,0.0618,0.0005
primary_mouse_exposure_training_record,spline,3,203,1000,0.0515,0.061,0.0005
primary_mouse_exposure_training_record,spline,3,204,1000,0.0522,0.0606,0.0005
primary_mouse_exposure_training_record,spline,3,205,1000,0.0516,0.0598,0.0005
primary_mouse_exposure_training_record,spline,3,206,1000,0.0512,0.0596,0.0005
primary_mouse_exposure_training_record,spline,3,207,1000,0.0507,0.0608,0.0005
primary_mouse_exposure_training_record,spline,3,208,1000,0.0509,0.0598,0.00025
primary_mouse_exposure_training_record,spline,3,209,1000,0.0505,0.0599,0.00025
primary_mouse_exposure_training_record,spline,3,210,1000,0.0506,0.0597,0.00025
primary_mouse_exposure_training_record,spline,3,211,1000,0.0504,0.0599,0.00025
primary_mouse_exposure_training_record,spline,3,212,1000,0.0503,0.0595,0.00025
primary_mouse_exposure_training_record,spline,3,213,1000,0.0502,0.0594,0.00025
primary_mouse_exposure_training_record,spline,3,214,1000,0.0502,0.0594,0.00025
primary_mouse_exposure_training_record,spline,3,215,1000,0.0501,0.0594,0.00025
primary_mouse_exposure_training_record,spline,3,216,1000,0.0501,0.0595,0.00025
primary_mouse_exposure_training_record,spline,3,217,1000,0.0502,0.0595,0.00025
primary_mouse_exposure_training_record,spline,4,1,1000,0.2358,0.1927,0.001
primary_mouse_exposure_training_record,spline,4,2,1000,0.1575,0.1316,0.001
primary_mouse_exposure_training_record,spline,4,3,1000,0.1383,0.1269,0.001
primary_mouse_exposure_training_record,spline,4,4,1000,0.1369,0.1324,0.001
primary_mouse_exposure_training_record,spline,4,5,1000,0.1274,0.1238,0.001
primary_mouse_exposure_training_record,spline,4,6,1000,0.1225,0.1308,0.001
primary_mouse_exposure_training_record,spline,4,7,1000,0.1228,0.1181,0.001
primary_mouse_exposure_training_record,spline,4,8,1000,0.1193,0.1137,0.001
primary_mouse_exposure_training_record,spline,4,9,1000,0.1162,0.1138,0.001
primary_mouse_exposure_training_record,spline,4,10,1000,0.1139,0.111,0.001
primary_mouse_exposure_training_record,spline,4,11,1000,0.1124,0.1114,0.001
primary_mouse_exposure_training_record,spline,4,12,1000,0.1101,0.1107,0.001
primary_mouse_exposure_training_record,spline,4,13,1000,0.1091,0.1099,0.001
primary_mouse_exposure_training_record,spline,4,14,1000,0.1063,0.1061,0.001
primary_mouse_exposure_training_record,spline,4,15,1000,0.107,0.1078,0.001
primary_mouse_exposure_training_record,spline,4,16,1000,0.105,0.1056,0.001
primary_mouse_exposure_training_record,spline,4,17,1000,0.104,0.1036,0.001
primary_mouse_exposure_training_record,spline,4,18,1000,0.1038,0.1035,0.001
primary_mouse_exposure_training_record,spline,4,19,1000,0.1012,0.1002,0.001
primary_mouse_exposure_training_record,spline,4,20,1000,0.0986,0.1029,0.001
primary_mouse_exposure_training_record,spline,4,21,1000,0.0993,0.0968,0.001
primary_mouse_exposure_training_record,spline,4,22,1000,0.096,0.0963,0.001
primary_mouse_exposure_training_record,spline,4,23,1000,0.0947,0.0955,0.001
primary_mouse_exposure_training_record,spline,4,24,1000,0.0935,0.0964,0.001
primary_mouse_exposure_training_record,spline,4,25,1000,0.0922,0.0934,0.001
primary_mouse_exposure_training_record,spline,4,26,1000,0.0917,0.0926,0.001
primary_mouse_exposure_training_record,spline,4,27,1000,0.0909,0.0947,0.001
primary_mouse_exposure_training_record,spline,4,28,1000,0.09,0.0948,0.001
primary_mouse_exposure_training_record,spline,4,29,1000,0.089,0.093,0.001
primary_mouse_exposure_training_record,spline,4,30,1000,0.0878,0.0908,0.001
primary_mouse_exposure_training_record,spline,4,31,1000,0.0872,0.0904,0.001
primary_mouse_exposure_training_record,spline,4,32,1000,0.0865,0.0916,0.001
primary_mouse_exposure_training_record,spline,4,33,1000,0.0853,0.0899,0.001
primary_mouse_exposure_training_record,spline,4,34,1000,0.0852,0.0895,0.001
primary_mouse_exposure_training_record,spline,4,35,1000,0.0843,0.0925,0.001
primary_mouse_exposure_training_record,spline,4,36,1000,0.086,0.0904,0.001
primary_mouse_exposure_training_record,spline,4,37,1000,0.0853,0.0926,0.001
primary_mouse_exposure_training_record,spline,4,38,1000,0.0843,0.0894,0.001
primary_mouse_exposure_training_record,spline,4,39,1000,0.0818,0.0895,0.001
primary_mouse_exposure_training_record,spline,4,40,1000,0.0815,0.0892,0.001
primary_mouse_exposure_training_record,spline,4,41,1000,0.0825,0.0881,0.001
primary_mouse_exposure_training_record,spline,4,42,1000,0.0812,0.089,0.001
primary_mouse_exposure_training_record,spline,4,43,1000,0.0794,0.088,0.001
primary_mouse_exposure_training_record,spline,4,44,1000,0.0784,0.0868,0.001
primary_mouse_exposure_training_record,spline,4,45,1000,0.079,0.0857,0.001
primary_mouse_exposure_training_record,spline,4,46,1000,0.0777,0.0848,0.001
primary_mouse_exposure_training_record,spline,4,47,1000,0.0773,0.085,0.001
primary_mouse_exposure_training_record,spline,4,48,1000,0.0813,0.0845,0.001
primary_mouse_exposure_training_record,spline,4,49,1000,0.076,0.0861,0.001
primary_mouse_exposure_training_record,spline,4,50,1000,0.0782,0.0883,0.001
primary_mouse_exposure_training_record,spline,4,51,1000,0.0782,0.0869,0.001
primary_mouse_exposure_training_record,spline,4,52,1000,0.0748,0.0852,0.001
primary_mouse_exposure_training_record,spline,4,53,1000,0.0744,0.0848,0.001
primary_mouse_exposure_training_record,spline,4,54,1000,0.0733,0.0833,0.001
primary_mouse_exposure_training_record,spline,4,55,1000,0.0747,0.0817,0.001
primary_mouse_exposure_training_record,spline,4,56,1000,0.073,0.0839,0.001
primary_mouse_exposure_training_record,spline,4,57,1000,0.0728,0.0823,0.001
primary_mouse_exposure_training_record,spline,4,58,1000,0.0717,0.081,0.001
primary_mouse_exposure_training_record,spline,4,59,1000,0.0721,0.0808,0.001
primary_mouse_exposure_training_record,spline,4,60,1000,0.073,0.0833,0.001
primary_mouse_exposure_training_record,spline,4,61,1000,0.0714,0.0825,0.001
primary_mouse_exposure_training_record,spline,4,62,1000,0.0713,0.0823,0.001
primary_mouse_exposure_training_record,spline,4,63,1000,0.0719,0.08,0.001
primary_mouse_exposure_training_record,spline,4,64,1000,0.0696,0.0805,0.001
primary_mouse_exposure_training_record,spline,4,65,1000,0.0692,0.0802,0.001
primary_mouse_exposure_training_record,spline,4,66,1000,0.0686,0.0786,0.001
primary_mouse_exposure_training_record,spline,4,67,1000,0.0686,0.0785,0.001
primary_mouse_exposure_training_record,spline,4,68,1000,0.0677,0.0808,0.001
primary_mouse_exposure_training_record,spline,4,69,1000,0.0681,0.0818,0.001
primary_mouse_exposure_training_record,spline,4,70,1000,0.0688,0.0797,0.001
primary_mouse_exposure_training_record,spline,4,71,1000,0.0676,0.08,0.001
primary_mouse_exposure_training_record,spline,4,72,1000,0.0666,0.0803,0.001
primary_mouse_exposure_training_record,spline,4,73,1000,0.0662,0.0783,0.001
